WMSize,ShortLong,DurLevel,TPresent,NT,NSub,curDur,repDur,WMRP,valid,stdRepDur
5,1,5,2,139,5,1.7,1.781960123,2,1,0.676082017
3,1,2,2,140,5,0.8,0.725968921,1,1,0.522617057
1,1,5,1,141,5,1.7,1.062002284,1,1,0.577627777
5,1,2,1,142,5,0.8,1.013955353,1,1,0.427953985
1,1,2,2,143,5,0.8,0.630023413,2,1,0.455446572
5,1,1,1,144,5,0.5,0.69398439,1,1,0.555815883
3,1,1,1,145,5,0.5,0.48600205,2,1,0.26974775
5,1,3,1,146,5,1.1,0.485985255,2,1,0.70870451
1,1,5,2,147,5,1.7,0.901986634,2,1,0.577627777
5,1,5,1,148,5,1.7,1.157993822,2,1,0.676082017
3,1,3,1,149,5,1.1,1.253902941,2,1,0.514325381
3,1,1,2,150,5,0.5,0.821994359,2,1,0.26974775
5,1,3,1,151,5,1.1,0.709974012,2,1,0.70870451
1,1,5,1,152,5,1.7,1.07797169,1,1,0.577627777
5,1,2,1,153,5,0.8,1.97394662,2,1,0.427953985
1,1,5,2,154,5,1.7,1.893999754,2,1,0.577627777
1,1,1,1,155,5,0.5,1.125900435,1,1,0.264857834
3,1,4,2,156,5,1.4,1.509914172,2,1,0.75986651
3,1,5,1,157,5,1.7,0.885954714,1,1,0.690631477
3,1,1,2,158,5,0.5,1.077913841,1,1,0.26974775
1,1,4,2,159,5,1.4,1.013960329,2,1,0.620692534
3,1,5,2,160,5,1.7,1.46200782,2,1,0.690631477
5,1,5,2,161,5,1.7,1.141893789,2,1,0.676082017
5,1,2,2,162,5,0.8,1.606070237,2,1,0.427953985
3,1,2,2,163,5,0.8,1.269981202,2,1,0.522617057
1,1,2,2,164,5,0.8,0.773950228,1,1,0.455446572
1,1,3,1,165,5,1.1,0.94989423,1,1,0.504867652
1,1,1,2,166,5,0.5,1.126001515,2,1,0.264857834
3,1,1,1,167,5,0.5,1.237945353,2,1,0.26974775
1,1,3,2,168,5,1.1,0.725982606,2,1,0.504867652
3,1,2,1,169,5,0.8,0.917979055,1,1,0.522617057
3,1,4,1,170,5,1.4,0.13417345,1,1,0.75986651
3,1,3,2,171,5,1.1,0.82201893,2,1,0.514325381
1,1,4,1,172,5,1.4,0.806019666,1,1,0.620692534
5,1,5,1,173,5,1.7,1.829940496,1,1,0.676082017
5,1,1,1,174,5,0.5,1.253975096,2,1,0.555815883
3,1,3,1,175,5,1.1,1.525974395,1,1,0.514325381
5,1,1,2,176,5,0.5,1.253959546,2,1,0.555815883
5,1,3,2,177,5,1.1,0.613903787,2,1,0.70870451
5,1,4,1,178,5,1.4,0.789908748,2,1,0.579106946
1,1,2,1,179,5,0.8,1.189914284,1,1,0.455446572
5,1,4,2,180,5,1.4,1.381967027,2,1,0.579106946
3,1,3,2,181,5,1.1,0.789987435,2,1,0.514325381
1,1,1,1,182,5,0.5,0.933922336,1,1,0.264857834
3,1,1,1,183,5,0.5,0.85394499,2,1,0.26974775
5,1,5,1,184,5,1.7,1.093954781,1,1,0.676082017
1,1,3,2,185,5,1.1,1.285953718,2,1,0.504867652
5,1,2,2,186,5,0.8,1.254030146,2,1,0.427953985
5,1,3,1,187,5,1.1,1.302022338,1,1,0.70870451
5,1,2,1,188,5,0.8,0.981971755,2,1,0.427953985
1,1,5,1,189,5,1.7,0.965982755,1,1,0.577627777
5,1,4,1,190,5,1.4,0.901949934,2,1,0.579106946
3,1,1,2,191,5,0.5,0.646035428,2,1,0.26974775
3,1,3,1,192,5,1.1,0.74190567,2,1,0.514325381
1,1,2,1,193,5,0.8,0.72597172,1,1,0.455446572
5,1,1,2,194,5,0.5,0.773963601,2,1,0.555815883
3,1,5,1,195,5,1.7,0.677957446,2,1,0.690631477
1,1,5,2,196,5,1.7,1.333912632,2,1,0.577627777
3,1,2,1,197,5,0.8,1.110012826,1,1,0.522617057
1,1,4,2,198,5,1.4,0.901994098,2,1,0.620692534
5,1,1,1,199,5,0.5,1.093994902,1,1,0.555815883
3,1,4,1,200,5,1.4,0.869971934,2,1,0.75986651
5,1,5,2,201,5,1.7,1.221985589,2,1,0.676082017
1,1,4,1,202,5,1.4,1.573961922,1,1,0.620692534
3,1,5,2,203,5,1.7,1.366007263,2,1,0.690631477
3,1,4,2,204,5,1.4,1.909950188,2,1,0.75986651
5,1,4,2,205,5,1.4,1.158005641,2,1,0.579106946
1,1,2,2,206,5,0.8,0.758000727,2,1,0.455446572
1,1,1,2,207,5,0.5,0.437989642,2,1,0.264857834
5,1,3,2,208,5,1.1,0.629976139,2,1,0.70870451
1,1,3,1,209,5,1.1,0.917960705,1,1,0.504867652
3,1,2,2,210,5,0.8,0.83789783,1,1,0.522617057
1,1,1,1,211,5,0.5,0.46989673,1,1,0.264857834
1,1,3,1,212,5,1.1,1.030017753,1,1,0.504867652
1,1,2,1,213,5,0.8,0.821914428,1,1,0.455446572
3,1,1,2,214,5,0.5,0.694037262,2,1,0.26974775
3,1,2,2,215,5,0.8,0.726055072,2,1,0.522617057
5,1,3,1,216,5,1.1,0.869914707,1,1,0.70870451
5,1,2,2,217,5,0.8,1.014005427,2,1,0.427953985
5,1,3,2,218,5,1.1,0.86998593,2,1,0.70870451
5,1,1,2,219,5,0.5,0.645989398,2,1,0.555815883
5,1,2,1,220,5,0.8,0.677979528,1,1,0.427953985
3,1,4,2,221,5,1.4,0.614007355,1,1,0.75986651
5,1,1,1,222,5,0.5,0.597987564,1,1,0.555815883
1,1,4,2,223,5,1.4,0.90194558,2,1,0.620692534
1,1,3,2,224,5,1.1,1.286029295,1,1,0.504867652
5,1,5,1,225,5,1.7,0.693961996,1,1,0.676082017
1,1,1,2,226,5,0.5,0.646005571,2,1,0.264857834
5,1,5,2,227,5,1.7,1.093897243,2,1,0.676082017
3,1,2,1,228,5,0.8,1.013983344,1,1,0.522617057
1,1,2,2,229,5,0.8,1.061872591,2,1,0.455446572
3,1,3,2,230,5,1.1,1.237976455,1,1,0.514325381
1,1,4,1,231,5,1.4,1.685930952,1,1,0.620692534
5,1,4,2,232,5,1.4,1.15793815,2,1,0.579106946
3,1,1,1,233,5,0.5,0.758007569,1,1,0.26974775
3,1,5,2,234,5,1.7,1.31798428,2,1,0.690631477
5,1,4,1,235,5,1.4,1.077981954,2,1,0.579106946
3,1,3,1,236,5,1.1,0.597991608,2,1,0.514325381
3,1,5,1,237,5,1.7,1.013966239,1,1,0.690631477
3,1,4,1,238,5,1.4,1.205986325,1,1,0.75986651
1,1,5,1,239,5,1.7,0.997897619,1,1,0.577627777
1,1,5,2,240,5,1.7,1.877864887,2,1,0.577627777
1,1,4,1,241,5,1.4,0.54995183,1,1,0.620692534
3,1,2,2,242,5,0.8,0.597889594,2,1,0.522617057
5,1,1,1,243,5,0.5,0.853991331,1,1,0.555815883
3,1,3,1,244,5,1.1,0.61397843,1,1,0.514325381
1,1,3,1,245,5,1.1,0.501968657,1,1,0.504867652
5,1,5,2,246,5,1.7,0.837996111,2,1,0.676082017
5,1,2,2,247,5,0.8,0.997915347,2,1,0.427953985
5,1,5,1,248,5,1.7,1.189948807,2,1,0.676082017
3,1,5,1,249,5,1.7,1.029951817,1,1,0.690631477
3,1,4,1,250,5,1.4,0.75796807,2,1,0.75986651
5,1,3,2,251,5,1.1,1.47795701,2,1,0.70870451
1,1,2,1,252,5,0.8,0.485828815,1,1,0.455446572
1,1,3,2,253,5,1.1,0.885927344,2,1,0.504867652
5,1,2,1,254,5,0.8,0.965986798,1,1,0.427953985
3,1,5,2,255,5,1.7,1.109900239,1,1,0.690631477
1,1,1,1,256,5,0.5,0.96602412,1,1,0.264857834
3,1,3,2,257,5,1.1,1.365989224,2,1,0.514325381
5,1,4,1,258,5,1.4,0.837968742,2,1,0.579106946
1,1,5,2,259,5,1.7,1.205954913,2,1,0.577627777
1,1,2,2,260,5,0.8,0.565990281,2,1,0.455446572
5,1,3,1,261,5,1.1,1.093951671,2,1,0.70870451
3,1,1,1,262,5,0.5,0.709957217,2,1,0.26974775
1,1,5,1,263,5,1.7,0.790022891,1,1,0.577627777
1,1,4,2,264,5,1.4,1.029993805,2,1,0.620692534
5,1,1,2,265,5,0.5,1.029974522,1,1,0.555815883
5,1,4,2,266,5,1.4,1.253941818,2,1,0.579106946
3,1,1,2,267,5,0.5,1.109945336,2,1,0.26974775
1,1,1,2,268,5,0.5,0.517977251,2,1,0.264857834
3,1,4,2,269,5,1.4,0.805995718,2,1,0.75986651
3,1,2,1,270,5,0.8,1.797916777,2,1,0.522617057
5,1,5,1,271,5,1.7,1.189983952,2,1,0.676082017
1,1,5,2,272,5,1.7,0.805917031,2,1,0.577627777
5,1,5,2,273,5,1.7,0.661975288,2,1,0.676082017
3,1,2,1,274,5,0.8,0.709952862,1,1,0.522617057
5,1,1,1,275,5,0.5,0.501988251,1,1,0.555815883
3,1,2,2,276,5,0.8,0.854017768,2,1,0.522617057
1,1,4,1,277,5,1.4,0.821965746,1,1,0.620692534
5,1,4,1,278,5,1.4,0.981960558,1,1,0.579106946
3,1,5,2,279,5,1.7,1.237976144,2,1,0.690631477
1,1,1,1,280,5,0.5,0.565957314,1,1,0.264857834
3,1,4,2,281,5,1.4,0.437951387,2,1,0.75986651
1,1,2,2,282,5,0.8,0.085963858,2,0,0.455446572
5,1,1,2,283,5,0.5,0.725971098,2,1,0.555815883
1,1,1,2,284,5,0.5,0.518001199,2,1,0.264857834
1,1,2,1,285,5,0.8,0.597896437,1,1,0.455446572
5,1,2,1,286,5,0.8,0.677913592,2,1,0.427953985
5,1,4,2,287,5,1.4,0.774017407,2,1,0.579106946
5,1,3,1,288,5,1.1,0.997963243,2,1,0.70870451
5,1,2,2,289,5,0.8,0.917943599,2,1,0.427953985
1,1,4,2,290,5,1.4,0.757911776,2,1,0.620692534
1,1,3,2,291,5,1.1,1.222017312,2,1,0.504867652
1,1,3,1,292,5,1.1,1.317960332,1,1,0.504867652
1,1,5,1,293,5,1.7,0.853988221,1,1,0.577627777
3,1,4,1,294,5,1.4,1.030043256,1,1,0.75986651
3,1,3,2,295,5,1.1,0.96591091,2,1,0.514325381
3,1,1,1,296,5,0.5,0.981976731,1,1,0.26974775
5,1,3,2,297,5,1.1,0.853978891,2,1,0.70870451
3,1,5,1,298,5,1.7,0.85402772,1,1,0.690631477
3,1,1,2,299,5,0.5,0.869982819,2,1,0.26974775
3,1,3,1,300,5,1.1,0.758225902,1,1,0.514325381
5,1,1,2,301,5,0.5,0.869942698,2,1,0.555815883
1,1,3,2,302,5,1.1,0.694027621,2,1,0.504867652
1,1,4,1,303,5,1.4,1.173911288,1,1,0.620692534
3,1,4,2,304,5,1.4,1.205930964,2,1,0.75986651
5,1,2,1,305,5,0.8,1.013964995,1,1,0.427953985
3,1,1,2,306,5,0.5,1.397964736,1,1,0.26974775
1,1,2,1,307,5,0.8,0.645902936,2,1,0.455446572
3,1,3,1,308,5,1.1,0.773991282,2,1,0.514325381
5,1,3,2,309,5,1.1,0.630033677,2,1,0.70870451
3,1,4,1,310,5,1.4,0.645982867,1,1,0.75986651
5,1,5,1,311,5,1.7,1.446025974,1,1,0.676082017
3,1,2,2,312,5,0.8,0.88597493,1,1,0.522617057
3,1,5,1,313,5,1.7,0.870025118,2,1,0.690631477
5,1,1,1,314,5,0.5,1.205954913,2,1,0.555815883
5,1,2,2,315,5,0.8,0.853940325,2,1,0.427953985
1,1,5,2,316,5,1.7,1.125994673,2,1,0.577627777
1,1,3,1,317,5,1.1,1.061926707,1,1,0.504867652
1,1,1,2,318,5,0.5,0.582034953,2,1,0.264857834
3,1,2,1,319,5,0.8,0.357955691,1,1,0.522617057
5,1,5,2,320,5,1.7,1.205964243,2,1,0.676082017
1,1,2,2,321,5,0.8,0.726021482,2,1,0.455446572
1,1,4,2,322,5,1.4,1.078041047,2,1,0.620692534
3,1,3,2,323,5,1.1,1.06189996,1,1,0.514325381
1,1,5,1,324,5,1.7,1.221916854,1,1,0.577627777
3,1,1,1,325,5,0.5,0.933952815,2,1,0.26974775
5,1,3,1,326,5,1.1,0.725918847,1,1,0.70870451
1,1,1,1,327,5,0.5,0.757979577,1,1,0.264857834
3,1,5,2,328,5,1.7,0.982019029,2,1,0.690631477
5,1,4,2,329,5,1.4,1.238006001,2,1,0.579106946
5,1,4,1,330,5,1.4,0.902038573,2,1,0.579106946
5,1,1,1,331,5,0.5,1.189955649,1,1,0.555815883
3,1,4,2,332,5,1.4,1.109979859,2,1,0.75986651
5,1,5,2,333,5,1.7,0.997902595,2,1,0.676082017
3,1,1,2,334,5,0.5,0.709945398,2,1,0.26974775
3,1,3,2,335,5,1.1,0.597921629,1,1,0.514325381
5,1,2,1,336,5,0.8,0.773944007,1,1,0.427953985
5,1,1,2,337,5,0.5,0.582062634,2,1,0.555815883
1,1,4,1,338,5,1.4,1.25401895,1,1,0.620692534
3,1,3,1,339,5,1.1,0.965833778,1,1,0.514325381
5,1,3,1,340,5,1.1,0.789968463,2,1,0.70870451
1,1,4,2,341,5,1.4,1.077946809,1,1,0.620692534
3,1,2,2,342,5,0.8,0.597977612,2,1,0.522617057
1,1,5,2,343,5,1.7,0.982019029,2,1,0.577627777
5,1,4,2,344,5,1.4,1.765988229,1,1,0.579106946
3,1,5,1,345,5,1.7,0.965913398,2,1,0.690631477
5,1,4,1,346,5,1.4,1.125966059,2,1,0.579106946
3,1,1,1,347,5,0.5,0.773949917,1,1,0.26974775
1,1,2,2,348,5,0.8,0.533967495,1,1,0.455446572
1,1,2,1,349,5,0.8,1.013947889,1,1,0.455446572
5,1,5,1,350,5,1.7,1.013979923,2,1,0.676082017
5,1,2,2,351,5,0.8,1.397964736,2,1,0.427953985
3,1,4,1,352,5,1.4,1.221942669,1,1,0.75986651
1,1,3,2,353,5,1.1,0.901984457,1,1,0.504867652
1,1,3,1,354,5,1.1,0.661992705,1,1,0.504867652
1,1,1,1,355,5,0.5,0.821923137,1,1,0.264857834
3,1,5,2,356,5,1.7,1.029958038,2,1,0.690631477
5,1,3,2,357,5,1.1,1.157951835,2,1,0.70870451
1,1,1,2,358,5,0.5,0.885918636,2,1,0.264857834
1,1,5,1,359,5,1.7,0.83790996,1,1,0.577627777
3,1,2,1,360,5,0.8,1.317988012,2,1,0.522617057
1,1,5,2,1,6,1.7,2.101910011,2,1,0.337141167
3,1,1,2,2,6,0.5,0.517852085,2,1,0.225934583
5,1,1,2,3,6,0.5,0.533979898,2,1,0.234497445
3,1,2,2,4,6,0.8,0.789968152,2,1,0.175859316
1,1,2,2,5,6,0.8,0.662027365,2,1,0.231385483
1,1,3,2,6,6,1.1,1.286001279,2,1,0.181200775
3,1,1,1,7,6,0.5,1.270004093,2,1,0.225934583
5,1,5,1,8,6,1.7,1.253971762,1,1,0.253237583
5,1,4,2,9,6,1.4,0.90202092,2,1,0.2565574
5,1,2,1,10,6,0.8,1.061961989,1,1,0.237244582
5,1,3,2,11,6,1.1,0.693859385,2,1,0.26903467
3,1,2,1,12,6,0.8,1.22199574,1,1,0.175859316
1,1,4,1,13,6,1.4,1.381918459,1,1,0.276291055
5,1,2,2,14,6,0.8,0.933962108,2,1,0.237244582
1,1,2,1,15,6,0.8,0.949967692,1,1,0.231385483
5,1,4,1,16,6,1.4,0.806038116,2,1,0.2565574
1,1,5,1,17,6,1.7,1.798026305,1,1,0.337141167
3,1,3,2,18,6,1.1,1.013947416,2,1,0.245012559
3,1,5,2,19,6,1.7,1.141965024,2,1,0.277740199
1,1,4,2,20,6,1.4,1.510099973,2,1,0.276291055
3,1,4,1,21,6,1.4,1.046002125,1,1,0.248421782
3,1,4,2,22,6,1.4,0.997910731,2,1,0.248421782
3,1,5,1,23,6,1.7,1.382034157,1,1,0.277740199
5,1,5,2,24,6,1.7,0.966009042,2,1,0.253237583
5,1,1,1,25,6,0.5,0.90190771,2,1,0.234497445
3,1,3,1,26,6,1.1,0.709967915,2,1,0.245012559
5,1,3,1,27,6,1.1,0.485980254,1,1,0.26903467
1,1,3,1,28,6,1.1,1.045971334,1,1,0.181200775
1,1,1,2,29,6,0.5,0.614041716,2,1,0.225023503
1,1,1,1,30,6,0.5,0.502044309,1,1,0.225023503
1,1,4,2,31,6,1.4,1.541963407,2,1,0.276291055
5,1,4,1,32,6,1.4,1.078008937,2,1,0.2565574
5,1,1,1,33,6,0.5,1.381985327,1,1,0.234497445
3,1,4,1,34,6,1.4,1.25398327,2,1,0.248421782
1,1,3,1,35,6,1.1,1.093992128,1,1,0.181200775
3,1,2,2,36,6,0.8,0.870002289,2,1,0.175859316
1,1,4,1,37,6,1.4,1.221923273,1,1,0.276291055
1,1,3,2,38,6,1.1,0.94990922,2,1,0.181200775
3,1,3,1,39,6,1.1,1.125979657,1,1,0.245012559
5,1,2,2,40,6,0.8,0.550043642,2,1,0.237244582
5,1,3,1,41,6,1.1,0.869932932,2,1,0.26903467
3,1,3,2,42,6,1.1,0.854009146,1,1,0.245012559
3,1,4,2,43,6,1.4,0.998021142,1,1,0.248421782
5,1,4,2,44,6,1.4,1.125895682,2,1,0.2565574
5,1,5,1,45,6,1.7,1.189965601,2,1,0.253237583
3,1,2,1,46,6,0.8,1.174018489,1,1,0.175859316
5,1,3,2,47,6,1.1,0.917963678,2,1,0.26903467
1,1,2,1,48,6,0.8,1.045923437,1,1,0.231385483
3,1,1,2,49,6,0.5,0.83798117,2,1,0.225934583
1,1,1,1,50,6,0.5,0.725903209,1,1,0.225023503
3,1,5,1,51,6,1.7,0.806059887,1,1,0.277740199
3,1,5,2,52,6,1.7,1.237937254,2,1,0.277740199
1,1,5,2,53,6,1.7,1.15783065,2,1,0.337141167
1,1,5,1,54,6,1.7,1.429866785,2,1,0.337141167
1,1,1,2,55,6,0.5,0.725855312,1,1,0.225023503
5,1,1,2,56,6,0.5,0.501976818,1,1,0.234497445
1,1,2,2,57,6,0.8,0.806067662,2,1,0.231385483
5,1,2,1,58,6,0.8,0.597965843,2,1,0.237244582
3,1,1,1,59,6,0.5,0.789874225,2,1,0.225934583
5,1,5,2,60,6,1.7,0.629971722,1,1,0.253237583
3,1,3,2,61,6,1.1,1.109974074,1,1,0.245012559
1,1,2,2,62,6,0.8,0.902030562,2,1,0.231385483
5,1,3,1,63,6,1.1,0.821977452,2,1,0.26903467
3,1,1,2,64,6,0.5,0.693981615,2,1,0.225934583
1,1,4,2,65,6,1.4,1.029956731,1,1,0.276291055
5,1,3,2,66,6,1.1,0.757864302,2,1,0.26903467
3,1,1,1,67,6,0.5,0.998013055,1,1,0.225934583
5,1,2,1,68,6,0.8,0.82191867,2,1,0.237244582
3,1,3,1,69,6,1.1,0.757913443,1,1,0.245012559
1,1,3,2,70,6,1.1,0.901951563,2,1,0.181200775
5,1,1,2,71,6,0.5,0.806023498,2,1,0.234497445
1,1,2,1,72,6,0.8,0.854035583,1,1,0.231385483
5,1,4,2,73,6,1.4,0.965960212,1,1,0.2565574
5,1,5,2,74,6,1.7,1.190005412,2,1,0.253237583
3,1,2,2,75,6,0.8,1.286014653,2,1,0.175859316
3,1,5,1,76,6,1.7,1.045969157,2,1,0.277740199
1,1,1,1,77,6,0.5,0.725924669,1,1,0.225023503
5,1,5,1,78,6,1.7,0.773953238,1,1,0.253237583
3,1,4,2,79,6,1.4,1.366051589,1,1,0.248421782
3,1,2,1,80,6,0.8,0.933917944,1,1,0.175859316
1,1,3,1,81,6,1.1,1.013985671,1,1,0.181200775
1,1,5,1,82,6,1.7,0.901940989,1,1,0.337141167
3,1,5,2,83,6,1.7,1.110033789,1,1,0.277740199
5,1,4,1,84,6,1.4,1.285922902,1,1,0.2565574
1,1,4,1,85,6,1.4,1.477954447,1,1,0.276291055
5,1,1,1,86,6,0.5,1.36599374,2,1,0.234497445
1,1,1,2,87,6,0.5,0.7899921,1,1,0.225023503
1,1,5,2,88,6,1.7,1.797889146,2,1,0.337141167
5,1,2,2,89,6,0.8,1.590004416,2,1,0.237244582
3,1,4,1,90,6,1.4,1.493969672,2,1,0.248421782
1,1,1,2,91,6,0.5,0.709986888,2,1,0.225023503
3,1,2,2,92,6,0.8,1.045975999,2,1,0.175859316
1,1,5,1,93,6,1.7,0.709974136,1,1,0.337141167
1,1,4,1,94,6,1.4,0.726034769,1,1,0.276291055
3,1,5,1,95,6,1.7,0.806001416,1,1,0.277740199
3,1,4,2,96,6,1.4,1.141978087,2,1,0.248421782
1,1,5,2,97,6,1.7,1.397959498,2,1,0.337141167
1,1,1,1,98,6,0.5,0.773949195,1,1,0.225023503
3,1,3,1,99,6,1.1,1.013967632,1,1,0.245012559
1,1,3,2,100,6,1.1,0.998027051,2,1,0.181200775
1,1,2,2,101,6,0.8,0.933906125,2,1,0.231385483
5,1,3,1,102,6,1.1,0.981899238,1,1,0.26903467
1,1,3,1,103,6,1.1,1.093999592,1,1,0.181200775
5,1,5,2,104,6,1.7,1.494020368,2,1,0.253237583
5,1,3,2,105,6,1.1,1.541916132,2,1,0.26903467
3,1,2,1,106,6,0.8,0.965931599,2,1,0.175859316
3,1,4,1,107,6,1.4,0.965995357,1,1,0.248421782
1,1,4,2,108,6,1.4,1.381926856,1,1,0.276291055
5,1,2,2,109,6,0.8,0.950021187,2,1,0.237244582
5,1,1,2,110,6,0.5,0.645964865,2,1,0.234497445
5,1,1,1,111,6,0.5,0.822050853,2,1,0.234497445
5,1,4,2,112,6,1.4,0.629983541,2,1,0.2565574
5,1,5,1,113,6,1.7,1.525906506,2,1,0.253237583
3,1,3,2,114,6,1.1,0.72602575,2,1,0.245012559
3,1,5,2,115,6,1.7,1.461973434,1,1,0.277740199
3,1,1,2,116,6,0.5,0.789913724,2,1,0.225934583
5,1,2,1,117,6,0.8,0.741916257,2,1,0.237244582
3,1,1,1,118,6,0.5,0.725954216,1,1,0.225934583
5,1,4,1,119,6,1.4,0.88599481,2,1,0.2565574
1,1,2,1,120,6,0.8,0.853937301,1,1,0.231385483
1,1,4,1,121,6,1.4,1.57401003,1,1,0.276291055
5,1,2,1,122,6,0.8,1.174023466,2,1,0.237244582
1,1,3,1,123,6,1.1,1.205996999,1,1,0.181200775
5,1,1,1,124,6,0.5,0.77390503,2,1,0.234497445
5,1,2,2,125,6,0.8,0.837919588,2,1,0.237244582
3,1,4,2,126,6,1.4,0.997899534,2,1,0.248421782
3,1,5,2,127,6,1.7,1.286014653,2,1,0.277740199
1,1,1,2,128,6,0.5,0.981992232,2,1,0.225023503
5,1,3,1,129,6,1.1,0.854098408,1,1,0.26903467
5,1,4,2,130,6,1.4,0.805963783,2,1,0.2565574
3,1,5,1,131,6,1.7,1.237985773,2,1,0.277740199
1,1,5,1,132,6,1.7,1.590018723,1,1,0.337141167
1,1,2,2,133,6,0.8,0.997847283,2,1,0.231385483
1,1,4,2,134,6,1.4,1.04597009,2,1,0.276291055
1,1,5,2,135,6,1.7,1.061893565,2,1,0.337141167
3,1,3,2,136,6,1.1,1.14202194,2,1,0.245012559
3,1,1,2,137,6,0.5,0.645949003,2,1,0.225934583
5,1,3,2,138,6,1.1,0.837988012,2,1,0.26903467
3,1,4,1,139,6,1.4,1.12599272,1,1,0.248421782
3,1,2,1,140,6,0.8,1.093946408,2,1,0.175859316
1,1,3,2,141,6,1.1,0.853989241,1,1,0.181200775
3,1,2,2,142,6,0.8,1.029951444,2,1,0.175859316
5,1,1,2,143,6,0.5,0.934062878,2,1,0.234497445
3,1,1,1,144,6,0.5,0.629921959,2,1,0.225934583
5,1,5,2,145,6,1.7,0.965963322,2,1,0.253237583
5,1,4,1,146,6,1.4,1.237939742,1,1,0.2565574
1,1,1,1,147,6,0.5,0.9819885,1,1,0.225023503
1,1,2,1,148,6,0.8,1.078011737,2,1,0.231385483
3,1,3,1,149,6,1.1,1.285950894,2,1,0.245012559
5,1,5,1,150,6,1.7,1.109951991,2,1,0.253237583
5,1,3,1,151,6,1.1,1.349955811,1,1,0.26903467
1,1,5,2,152,6,1.7,1.413953885,2,1,0.337141167
1,1,4,2,153,6,1.4,1.381969155,2,1,0.276291055
3,1,2,1,154,6,0.8,1.109856198,2,1,0.175859316
5,1,4,1,155,6,1.4,1.381948627,2,1,0.2565574
1,1,2,1,156,6,0.8,1.014004954,1,1,0.231385483
1,1,3,1,157,6,1.1,1.045857191,1,1,0.181200775
3,1,3,1,158,6,1.1,1.030020179,1,1,0.245012559
1,1,1,1,159,6,0.5,0.597991346,1,1,0.225023503
5,1,5,1,160,6,1.7,1.06202357,1,1,0.253237583
5,1,2,2,161,6,0.8,0.85395814,2,1,0.237244582
5,1,2,1,162,6,0.8,0.741942382,1,1,0.237244582
3,1,1,2,163,6,0.5,0.533981142,2,1,0.225934583
3,1,4,1,164,6,1.4,0.709967604,1,1,0.248421782
1,1,5,1,165,6,1.7,0.917998512,1,1,0.337141167
1,1,2,2,166,6,0.8,1.094018875,1,1,0.231385483
3,1,2,2,167,6,0.8,0.965983538,1,1,0.175859316
3,1,1,1,168,6,0.5,1.013973852,1,1,0.225934583
5,1,1,1,169,6,0.5,0.549976462,1,1,0.234497445
3,1,5,2,170,6,1.7,1.189921748,2,1,0.277740199
5,1,3,2,171,6,1.1,1.52598115,2,1,0.26903467
1,1,1,2,172,6,0.5,0.486043702,2,1,0.225023503
3,1,3,2,173,6,1.1,0.646035155,2,1,0.245012559
3,1,4,2,174,6,1.4,0.901999771,2,1,0.248421782
5,1,1,2,175,6,0.5,1.045995282,2,1,0.234497445
1,1,4,1,176,6,1.4,1.061873349,1,1,0.276291055
3,1,5,1,177,6,1.7,1.270052923,2,1,0.277740199
5,1,5,2,178,6,1.7,1.23799417,2,1,0.253237583
1,1,3,2,179,6,1.1,1.317975746,1,1,0.181200775
5,1,4,2,180,6,1.4,1.333925035,1,1,0.2565574
5,1,3,1,181,6,1.1,0.981980724,1,1,0.26903467
5,1,2,2,182,6,0.8,0.773867086,2,1,0.237244582
1,1,1,1,183,6,0.5,0.757890116,1,1,0.225023503
3,1,1,1,184,6,0.5,0.789942026,1,1,0.225934583
3,1,2,1,185,6,0.8,1.109924,2,1,0.175859316
1,1,4,2,186,6,1.4,1.349868726,2,1,0.276291055
5,1,4,1,187,6,1.4,0.83795069,1,1,0.2565574
5,1,2,1,188,6,0.8,0.774036902,1,1,0.237244582
3,1,1,2,189,6,0.5,0.853994529,2,1,0.225934583
3,1,3,2,190,6,1.1,0.901945654,2,1,0.245012559
3,1,3,1,191,6,1.1,0.886012538,1,1,0.245012559
1,1,2,2,192,6,0.8,1.269956818,2,1,0.231385483
3,1,5,2,193,6,1.7,1.28597702,2,1,0.277740199
1,1,1,2,194,6,0.5,0.678011177,2,1,0.225023503
1,1,4,1,195,6,1.4,1.30196643,1,1,0.276291055
5,1,1,1,196,6,0.5,0.725945818,2,1,0.234497445
5,1,1,2,197,6,0.5,0.646049773,2,1,0.234497445
3,1,4,2,198,6,1.4,1.205987358,2,1,0.248421782
5,1,4,2,199,6,1.4,1.493991132,2,1,0.2565574
3,1,4,1,200,6,1.4,1.398019213,2,1,0.248421782
1,1,5,1,201,6,1.7,1.15820667,1,1,0.337141167
3,1,5,1,202,6,1.7,1.077926829,1,1,0.277740199
3,1,2,2,203,6,0.8,1.33396329,2,1,0.175859316
5,1,5,1,204,6,1.7,0.917956214,2,1,0.253237583
5,1,5,2,205,6,1.7,1.205984559,2,1,0.253237583
1,1,5,2,206,6,1.7,1.35004414,1,1,0.337141167
1,1,3,1,207,6,1.1,1.38192188,1,1,0.181200775
5,1,3,2,208,6,1.1,1.398006773,2,1,0.26903467
1,1,2,1,209,6,0.8,0.870010687,1,1,0.231385483
1,1,3,2,210,6,1.1,1.31795584,2,1,0.181200775
3,1,2,1,211,6,0.8,1.126051191,1,1,0.175859316
5,1,3,2,212,6,1.1,1.126014802,2,1,0.26903467
5,1,5,1,213,6,1.7,0.981911056,1,1,0.253237583
