target,setsize,dyn,resp,rt,sub,exp,correct
Present,8,Static,1,0.876954138096835,9,1,1
Present,12,Static,1,0.865180505433273,9,1,1
Absent,16,Static,2,2.11226277617402,9,1,1
Present,16,Static,1,0.982827564256695,9,1,1
Absent,8,Static,2,0.794578125626458,9,1,1
Absent,8,Static,2,1.06518084125264,9,1,1
Present,8,Static,1,1.48870882954407,9,1,1
Absent,16,Static,2,1.78284097698383,9,1,1
Present,8,Dynamic,1,2.31225137836327,9,1,1
Present,8,Dynamic,1,1.67690854184207,9,1,1
Present,16,Dynamic,1,2.25342549320339,9,1,1
Present,12,Dynamic,1,1.14751925197493,9,1,1
Absent,16,Dynamic,2,4.61814543987339,9,1,1
Present,16,Dynamic,1,0.782819168771766,9,1,1
Present,12,Dynamic,1,1.17105384638512,9,1,1
Present,8,Dynamic,1,1.15928936104092,9,1,1
Absent,8,Dynamic,2,2.90049028128624,9,1,1
Absent,16,Dynamic,2,4.32402607361973,9,1,1
Absent,8,Dynamic,2,3.82992731765489,9,1,1
Absent,12,Dynamic,-1,4.99418185873515,9,1,0
Absent,8,Dynamic,1,3.05349610549752,9,1,0
Absent,8,Dynamic,2,3.57110520169226,9,1,1
Present,8,Dynamic,1,1.42988830245781,9,1,1
Absent,12,Dynamic,1,1.90049029131092,9,1,0
Present,16,Dynamic,1,1.3946061891013,9,1,1
Absent,16,Dynamic,-1,4.99420086009854,9,1,0
Absent,12,Dynamic,-1,4.99420963150078,9,1,0
Present,16,Dynamic,1,2.07695117085677,9,1,1
Absent,16,Dynamic,-1,4.99418564296866,9,1,0
Present,12,Dynamic,1,1.60635674545892,9,1,1
Present,12,Dynamic,1,1.58284113737523,9,1,1
Present,16,Dynamic,1,0.900472222222106,9,1,1
Present,12,Dynamic,1,1.95930824211086,9,1,1
Present,8,Dynamic,1,0.735752435943596,9,1,1
Absent,16,Dynamic,2,4.17110447993105,9,1,1
Absent,12,Dynamic,2,4.98286913569109,9,1,1
Absent,12,Dynamic,-1,4.99418985324201,9,1,0
Absent,8,Dynamic,1,2.47694949176002,9,1,0
Present,8,Dynamic,1,2.02987740085814,9,1,1
Present,16,Dynamic,1,1.02986088556077,9,1,1
Absent,16,Dynamic,-1,5.00594588796662,9,1,0
Absent,8,Dynamic,2,3.44164926420467,9,1,1
Present,12,Dynamic,1,2.01812309535262,9,1,1
Absent,12,Dynamic,2,3.38283113296438,9,1,1
Absent,8,Dynamic,2,3.10047328982728,9,1,1
Present,8,Dynamic,1,1.65828492521746,9,1,1
Absent,16,Dynamic,2,4.3240126308192,9,1,1
Present,16,Dynamic,1,0.806337232848136,9,1,1
Present,8,Dynamic,1,1.18279583684193,9,1,1
Present,16,Dynamic,1,1.75927669513612,9,1,1
Present,8,Dynamic,1,2.55929871386184,9,1,1
Present,12,Dynamic,1,1.68875290709343,9,1,1
Absent,12,Dynamic,2,4.82990358975894,9,1,1
Present,12,Dynamic,1,1.94751246040323,9,1,1
Absent,16,Dynamic,2,3.98285929668396,9,1,1
Absent,12,Dynamic,-1,5.01771527527171,9,1,0
Present,16,Dynamic,1,3.48873983519775,9,1,1
Present,16,Dynamic,1,1.7592710062554,9,1,1
Absent,16,Dynamic,2,4.30047135009409,9,1,1
Present,8,Dynamic,1,0.688698338947006,9,1,1
Present,12,Dynamic,1,3.60636490035699,9,1,1
Absent,8,Dynamic,-1,5.0177032108345,9,1,0
Absent,8,Dynamic,2,3.35931920886947,9,1,1
Present,12,Dynamic,1,2.61474949877697,9,1,1
Absent,12,Dynamic,2,4.99460443482099,9,1,1
Absent,16,Dynamic,-1,5.029463099964,9,1,0
Absent,8,Dynamic,2,3.7357675227554,9,1,1
Absent,12,Dynamic,2,4.62992969345214,9,1,1
Present,12,Static,1,0.94751162837315,9,1,1
Absent,16,Static,2,1.41814371566625,9,1,1
Absent,8,Static,2,0.712225590440539,9,1,1
Present,16,Static,1,0.700443837964713,9,1,1
Present,8,Static,1,0.994552016921261,9,1,1
Present,16,Static,1,1.35934023016148,9,1,1
Absent,8,Static,2,1.02987560146767,9,1,1
Present,16,Static,1,0.900455250812001,9,1,1
Absent,16,Static,2,2.9240106860741,9,1,1
Absent,8,Static,2,1.60634722222221,9,1,1
Absent,12,Static,2,1.90049418581339,9,1,1
Present,8,Static,1,0.523956097878681,9,1,1
Present,8,Static,1,0.735745990216174,9,1,1
Absent,12,Static,2,1.50047656281322,9,1,1
Present,16,Static,1,1.04162031857754,9,1,1
Absent,16,Static,2,3.92401332751911,9,1,1
Present,16,Static,1,0.82985338225285,9,1,1
Absent,12,Static,2,2.08873036208342,9,1,1
Present,12,Static,1,1.01809684630507,9,1,1
Absent,16,Static,2,2.78277379305496,9,1,1
Absent,12,Static,2,1.2063477033962,9,1,1
Present,12,Static,1,0.971046608725146,9,1,1
Present,12,Static,1,0.712230246802164,9,1,1
Present,8,Static,1,0.735756450739927,9,1,1
Present,8,Static,1,0.629875822005488,9,1,1
Present,12,Static,1,0.829864093387869,9,1,1
Absent,8,Static,2,1.01810409900145,9,1,1
Absent,8,Static,2,1.86513628252942,9,1,1
Absent,16,Static,2,2.01810449997993,9,1,1
Absent,12,Static,2,1.73572958017576,9,1,1
Absent,16,Dynamic,2,3.54755822206175,9,1,1
Absent,8,Dynamic,2,4.94746095472942,9,1,1
Present,8,Dynamic,1,1.78284246561611,9,1,1
Present,8,Dynamic,1,2.95928400296725,9,1,1
Present,16,Dynamic,1,0.959338330526407,9,1,1
Present,8,Dynamic,1,1.82991289245751,9,1,1
Absent,8,Dynamic,-1,5.00594203857418,9,1,0
Absent,16,Dynamic,2,4.57104981655243,9,1,1
Absent,16,Dynamic,2,4.00637249388501,9,1,1
Present,16,Dynamic,1,0.712205972573202,9,1,1
Present,12,Dynamic,1,0.86516457656694,9,1,1
Present,12,Dynamic,1,4.7005010776295,9,1,1
Absent,12,Dynamic,-1,5.01770010325208,9,1,0
Absent,16,Dynamic,1,1.64169494065504,9,1,0
Absent,12,Dynamic,2,4.31230218232486,9,1,1
Present,8,Dynamic,1,0.935753202814794,9,1,1
Absent,12,Dynamic,1,3.04166117827504,9,1,0
Absent,12,Dynamic,2,4.46518693111193,9,1,1
Present,8,Dynamic,1,0.959264996591855,9,1,1
Absent,12,Dynamic,1,3.66518914150538,9,1,0
Present,16,Dynamic,1,0.935751012470519,9,1,1
Absent,8,Dynamic,2,4.51225700709733,9,1,1
Present,12,Dynamic,1,1.12399291270708,9,1,1
Present,12,Dynamic,1,0.676972167087797,9,1,1
Present,12,Dynamic,1,0.724002130197732,9,1,1
Absent,8,Dynamic,-1,5.01770550142328,9,1,0
Absent,8,Dynamic,2,4.67696491940342,9,1,1
Absent,16,Dynamic,2,4.87734752295592,9,1,1
Present,16,Dynamic,1,2.14753962167697,9,1,1
Present,16,Dynamic,1,2.53580382132418,9,1,1
Absent,12,Static,2,3.50044051986856,9,1,1
Absent,8,Static,2,0.97106536950173,9,1,1
Present,8,Static,1,0.712203772204248,9,1,1
Absent,12,Static,2,1.65340436665451,9,1,1
Absent,16,Static,2,2.2536339718913,9,1,1
Absent,8,Static,2,1.60637046894431,9,1,1
Absent,16,Static,2,2.52401036529136,9,1,1
Absent,12,Static,2,2.41815441176482,9,1,1
Present,8,Static,1,0.629876042543856,9,1,1
Present,16,Static,1,0.900443968282616,9,1,1
Absent,16,Static,2,1.61808983920764,9,1,1
Present,16,Static,1,0.959278329122981,9,1,1
Present,8,Static,1,0.888696028308914,9,1,1
Absent,12,Static,2,1.07694777256506,9,1,1
Present,12,Static,1,0.606380333012567,9,1,1
Present,16,Static,1,1.51220000300714,9,1,1
Present,8,Static,1,0.853334656562083,9,1,1
Absent,12,Static,2,1.90088006736437,9,1,1
Absent,16,Static,2,2.24165695797751,9,1,1
Absent,8,Static,2,1.58280514455259,9,1,1
Present,16,Static,1,1.75959651048561,9,1,1
Present,8,Static,1,0.829848510365309,9,1,1
Present,12,Static,1,1.18281657243665,9,1,1
Present,12,Static,1,0.735760395364878,9,1,1
Present,12,Static,1,1.08869093588351,9,1,1
Present,12,Static,1,1.07729759112249,9,1,1
Absent,8,Static,2,1.8651665513853,9,1,1
Absent,16,Static,2,2.54753928585751,9,1,1
Absent,8,Static,2,1.20633792954823,9,1,1
Present,16,Static,1,0.712236898031051,9,1,1
Present,8,Static,1,1.02986935622903,9,1,1
Absent,16,Static,2,2.26525050122314,9,1,1
Absent,8,Static,2,1.30049148923376,9,1,1
Absent,12,Static,2,1.25343400396969,9,1,1
Absent,8,Static,2,1.31262488471884,9,1,1
Absent,8,Static,2,1.35961221380171,9,1,1
Absent,12,Static,2,1.26546457355948,9,1,1
Absent,16,Static,2,1.25341023096371,9,1,1
Present,12,Static,1,1.74752354244356,9,1,1
Present,8,Static,1,0.665321013272433,9,1,1
Absent,8,Static,2,0.982809414972735,9,1,1
Absent,16,Static,2,1.84163295440885,9,1,1
Present,16,Static,1,1.28868881571043,9,1,1
Present,12,Static,1,1.10047063835759,9,1,1
Absent,16,Static,2,3.80638321504466,9,1,1
Present,16,Static,1,0.818111587273052,9,1,1
Present,16,Static,1,1.48868505152586,9,1,1
Absent,16,Static,2,1.54750767372389,9,1,1
Present,8,Static,1,0.535762856369502,9,1,1
Absent,12,Static,2,2.05358752856955,9,1,1
Present,12,Static,1,0.947539335979855,9,1,1
Absent,8,Static,2,1.26516927803846,9,1,1
Present,16,Static,2,2.44164879806726,9,1,0
Present,8,Static,1,0.547490561971244,9,1,1
Present,8,Static,1,1.33576149304304,9,1,1
Present,16,Static,1,0.853417543806927,9,1,1
Absent,12,Static,2,2.39458955852274,9,1,1
Present,12,Static,1,1.3945900547335,9,1,1
Present,12,Static,1,1.19449932334896,9,1,1
Absent,12,Static,2,2.4887031957976,9,1,1
Absent,12,Dynamic,-1,4.99416170455925,9,1,0
Absent,16,Dynamic,2,3.25340110870525,9,1,1
Absent,16,Dynamic,2,4.74757334395917,9,1,1
Present,12,Dynamic,1,0.994598535426348,9,1,1
Present,16,Dynamic,1,1.00635094129666,9,1,1
Absent,8,Dynamic,2,3.66526366835069,9,1,1
Present,16,Dynamic,1,3.67694998295838,9,1,1
Present,8,Dynamic,1,0.865145184249513,9,1,1
Present,8,Dynamic,1,0.782820241389118,9,1,1
Absent,12,Dynamic,2,3.94753722583096,9,1,1
Absent,12,Dynamic,-1,5.02949460684067,9,1,0
Present,12,Dynamic,1,2.14751188900914,9,1,1
Present,8,Dynamic,1,0.771043641485221,9,1,1
Absent,16,Dynamic,2,3.72619954689435,9,1,1
Present,12,Dynamic,1,1.0886965596053,9,1,1
Present,16,Dynamic,2,3.6652199767434,9,1,0
Absent,16,Dynamic,1,4.10052234452064,9,1,0
Absent,8,Dynamic,2,4.19458781927915,9,1,1
Absent,8,Dynamic,1,2.41813125526323,9,1,0
Present,12,Dynamic,1,0.818114900356704,9,1,1
Absent,8,Dynamic,2,4.15939839708926,9,1,1
Present,12,Dynamic,1,3.87699006074808,9,1,1
Present,16,Dynamic,1,2.59461538654341,9,1,1
Absent,8,Dynamic,2,4.72403795761647,9,1,1
Absent,12,Dynamic,-1,4.99420700008022,9,1,0
Absent,12,Dynamic,2,4.84168461546142,9,1,1
Present,8,Dynamic,1,2.57107961425845,9,1,1
Present,16,Dynamic,1,1.79459354825758,9,1,1
Absent,16,Dynamic,2,3.77108263663331,9,1,1
Present,8,Dynamic,1,1.80636754681427,9,1,1
Present,16,Static,1,2.11225659108231,9,1,1
Absent,12,Static,2,3.38284855547545,9,1,1
Absent,8,Static,2,1.26515826115747,9,1,1
Absent,16,Static,2,2.45342484161347,9,1,1
Absent,12,Static,2,2.25344964713895,9,1,1
Present,16,Static,1,0.853401504671183,9,1,1
Present,12,Static,1,0.900480813184004,9,1,1
Present,16,Static,1,0.747533581939933,9,1,1
Present,16,Static,1,0.618121331047405,9,1,1
Present,16,Static,1,0.994587433337529,9,1,1
Absent,8,Static,2,1.1593024078752,9,1,1
Absent,8,Static,2,0.888706092866869,9,1,1
Absent,16,Static,1,0.571047931954126,9,1,0
Absent,16,Static,2,2.02991286739643,9,1,1
Present,12,Static,1,0.58283403504538,9,1,1
Present,12,Static,1,0.947551390392618,9,1,1
Absent,12,Static,2,1.54752302618363,9,1,1
Present,8,Static,1,0.982826571835176,9,1,1
Present,8,Static,1,0.64165369000375,9,1,1
Absent,12,Static,2,1.05341711776737,9,1,1
Absent,12,Static,2,2.40637203275992,9,1,1
Present,8,Static,1,1.45343929688443,9,1,1
Absent,16,Static,2,3.41814479830782,9,1,1
Absent,8,Static,2,1.32400916736879,9,1,1
Absent,8,Static,2,1.95927620393741,9,1,1
Present,12,Static,2,1.78282951401434,9,1,0
Present,12,Static,1,1.24166449135919,9,1,1
Present,8,Static,1,0.82989803119608,9,1,1
Present,8,Static,1,0.476957050202145,9,1,1
Absent,16,Static,2,3.81816153915588,9,1,1
Present,8,Dynamic,1,1.1475249057703,9,1,1
Absent,12,Dynamic,-1,4.99416290749468,9,1,0
Present,12,Dynamic,1,2.24165453205842,9,1,1
Absent,8,Dynamic,2,4.206412656883,9,1,1
Present,8,Dynamic,1,2.54755193672554,9,1,1
Absent,16,Dynamic,2,3.86520571193705,9,1,1
Present,16,Dynamic,1,1.41812737078453,9,1,1
Absent,12,Dynamic,2,3.55930423232712,9,1,1
Present,12,Dynamic,1,0.959283431573112,9,1,1
Present,16,Dynamic,1,1.64166997473831,9,1,1
Present,8,Dynamic,1,1.55930798147483,9,1,1
Present,16,Dynamic,1,4.13579331569053,9,1,1
Absent,8,Dynamic,2,4.74755441777916,9,1,1
Present,8,Dynamic,1,2.58285260034518,9,1,1
Absent,16,Dynamic,2,4.93581174565952,9,1,1
Absent,8,Dynamic,2,4.18285513152068,9,1,1
Absent,8,Dynamic,2,4.84169417378416,9,1,1
Absent,12,Dynamic,2,4.10050096234818,9,1,1
Present,12,Dynamic,1,2.31224570953145,9,1,1
Present,16,Dynamic,1,3.57112479951093,9,1,1
Present,12,Dynamic,1,1.7828533622037,9,1,1
Present,12,Dynamic,-1,4.99418563294421,9,1,0
Absent,16,Dynamic,-1,4.99421039837216,9,1,0
Present,8,Dynamic,1,0.735757533381275,9,1,1
Present,16,Dynamic,1,0.982818832952489,9,1,1
Absent,8,Dynamic,2,3.21817464112473,9,1,1
Absent,16,Dynamic,2,3.72403718573332,9,1,1
Absent,12,Dynamic,2,3.60637560647956,9,1,1
Absent,12,Dynamic,2,4.86522348029212,9,1,1
Absent,16,Dynamic,-1,4.99418119712072,9,1,0
Absent,12,Static,2,2.77944820862922,10,1,1
Absent,8,Static,2,0.747538559083296,10,1,1
Present,8,Static,1,0.735782905288943,10,1,1
Absent,12,Static,2,1.21813160611873,10,1,1
Absent,12,Static,2,0.723997158065686,10,1,1
Absent,16,Static,2,0.829898537431291,10,1,1
Present,16,Static,1,1.14753110088623,10,1,1
Absent,8,Static,2,0.582844104615106,10,1,1
Present,16,Static,1,0.712251162837674,10,1,1
Absent,16,Static,2,0.87693589859191,10,1,1
Present,12,Static,1,0.688719270018737,10,1,1
Absent,8,Static,2,1.00639001162835,10,1,1
Present,12,Static,1,0.629901549781607,10,1,1
Present,12,Static,1,1.48870505032301,10,1,1
Absent,8,Static,2,0.876954253378244,10,1,1
Present,8,Static,1,0.57105788624267,10,1,1
Present,12,Static,1,0.512234186414389,10,1,1
Present,8,Static,1,0.93577240466675,10,1,1
Absent,12,Static,2,0.876989820160816,10,1,1
Absent,12,Static,2,1.18287559645523,10,1,1
Present,8,Static,1,0.818103808292108,10,1,1
Absent,16,Static,2,1.35930246802218,10,1,1
Absent,16,Static,2,0.994595287501397,10,1,1
Present,16,Static,1,1.54755276875585,10,1,1
Present,16,Static,1,0.876982041179872,10,1,1
Present,12,Static,1,0.971054723525413,10,1,1
Absent,8,Static,2,1.19461354204304,10,1,1
Absent,16,Static,2,0.865177227435197,10,1,1
Present,8,Static,1,0.547526770319564,10,1,1
Present,16,Static,1,1.25343077609341,10,1,1
Present,8,Dynamic,1,1.08870532599576,10,1,1
Absent,16,Dynamic,2,2.75933030093438,10,1,1
Absent,8,Dynamic,2,2.20637461907063,10,1,1
Absent,16,Dynamic,2,3.35933041621593,10,1,1
Absent,8,Dynamic,2,2.31225176430507,10,1,1
Absent,8,Dynamic,2,1.86519698063239,10,1,1
Absent,12,Dynamic,2,1.90047304924065,10,1,1
Present,12,Dynamic,1,1.60636579754555,10,1,1
Absent,16,Dynamic,1,2.95933125325791,10,1,0
Absent,12,Dynamic,2,2.07694472011735,10,1,1
Absent,16,Dynamic,2,2.10048315389577,10,1,1
Present,8,Dynamic,1,0.582854309514914,10,1,1
Present,12,Dynamic,1,0.700473109386621,10,1,1
Present,12,Dynamic,1,0.582850665623482,10,1,1
Absent,12,Dynamic,2,1.0651830566585,10,1,1
Present,12,Dynamic,1,0.618096715987122,10,1,1
Absent,8,Dynamic,2,0.912238657323542,10,1,1
Present,16,Dynamic,1,0.806349081759436,10,1,1
Present,8,Dynamic,1,1.0769548949429,10,1,1
Absent,12,Dynamic,2,1.82991407033205,10,1,1
Present,16,Dynamic,1,0.653419167769243,10,1,1
Present,16,Dynamic,1,0.571075308753279,10,1,1
Absent,8,Dynamic,2,1.17106732928278,10,1,1
Present,8,Dynamic,1,0.618118829945161,10,1,1
Absent,16,Dynamic,1,0.735782223625392,10,1,0
Present,8,Dynamic,1,0.524004014796446,10,1,1
Present,16,Dynamic,1,0.618132383014199,10,1,1
Absent,12,Dynamic,2,2.02990717350258,10,1,1
Present,16,Dynamic,1,0.818126859537188,10,1,1
Present,12,Dynamic,1,0.524023492321248,10,1,1
Absent,8,Dynamic,2,1.05342478146667,10,1,1
Present,16,Dynamic,1,0.629881736436801,10,1,1
Absent,12,Dynamic,2,1.50050183948861,10,1,1
Absent,12,Dynamic,2,0.724000200489172,10,1,1
Absent,12,Dynamic,2,0.488710764264397,10,1,1
Absent,8,Dynamic,2,0.476954007778659,10,1,1
Absent,8,Dynamic,2,0.512245088014424,10,1,1
Absent,16,Dynamic,2,0.712220342636101,10,1,1
Present,12,Dynamic,1,0.629891199527265,10,1,1
Present,8,Dynamic,1,0.888689336982679,10,1,1
Present,8,Dynamic,1,0.747532509322809,10,1,1
Absent,16,Dynamic,2,1.3475285195882,10,1,1
Absent,16,Dynamic,2,0.82988695917993,10,1,1
Present,8,Dynamic,1,0.559302583303179,10,1,1
Absent,12,Dynamic,2,1.95930426741234,10,1,1
Absent,16,Dynamic,2,1.15930109968303,10,1,1
Absent,8,Dynamic,2,0.924019116644558,10,1,1
Present,8,Dynamic,1,0.559319354224499,10,1,1
Absent,16,Dynamic,2,1.8063786338671,10,1,1
Present,16,Dynamic,1,0.618132292795053,10,1,1
Present,12,Dynamic,1,0.653434715705771,10,1,1
Present,8,Dynamic,1,0.6416511788766,10,1,1
Present,16,Dynamic,1,0.947533075704996,10,1,1
Absent,8,Dynamic,2,1.70048192589911,10,1,1
Present,12,Dynamic,1,0.594608158908159,10,1,1
Present,16,Dynamic,1,1.81812806748439,10,1,1
Absent,12,Dynamic,2,2.30047899875717,10,1,1
Present,12,Dynamic,1,0.700491113316275,10,1,1
Present,16,Dynamic,1,1.08869510605837,10,1,1
Present,12,Dynamic,1,1.62986976222055,10,1,1
Absent,16,Static,2,1.62986689522404,10,1,1
Present,16,Static,1,1.58282044688985,10,1,1
Absent,16,Static,2,1.33579131581064,10,1,1
Absent,12,Static,2,1.00635593347761,10,1,1
Absent,8,Static,2,0.841661343678425,10,1,1
Present,8,Static,2,0.547521477405098,10,1,0
Absent,16,Static,2,0.700461666466254,10,1,1
Present,12,Static,1,0.594568642487502,10,1,1
Absent,8,Static,2,0.641650196479532,10,1,1
Present,16,Static,1,0.641637310036458,10,1,1
Present,12,Static,1,0.771056352500636,10,1,1
Absent,16,Static,2,1.31226291150415,10,1,1
Absent,12,Static,2,0.594599833593747,10,1,1
Present,8,Static,1,0.524002746702536,10,1,1
Present,12,Static,1,0.712220242390686,10,1,1
Absent,8,Static,2,0.641629470908811,10,1,1
Absent,12,Static,2,0.912233599984575,10,1,1
Absent,8,Static,2,0.688711972212332,10,1,1
Absent,16,Static,2,0.523979369661902,10,1,1
Present,12,Static,1,0.665157454187465,10,1,1
Present,16,Static,1,0.57106718392879,10,1,1
Present,16,Static,1,0.982854354625488,10,1,1
Present,8,Static,1,0.66515495308613,10,1,1
Present,12,Static,1,0.500495463932566,10,1,1
Present,8,Static,1,0.500462363165752,10,1,1
Absent,12,Static,2,0.771019312121098,10,1,1
Present,8,Static,1,0.676922586110777,10,1,1
Present,16,Static,1,0.982804653353924,10,1,1
Absent,8,Static,2,0.735765347447341,10,1,1
Absent,12,Static,2,0.841656291350773,10,1,1
Present,12,Static,1,1.0887008651107,10,1,1
Present,8,Static,1,0.735770800753926,10,1,1
Present,16,Static,1,0.888692740286388,10,1,1
Absent,12,Static,1,0.571061013873987,10,1,0
Absent,8,Static,2,0.759292273146457,10,1,1
Present,16,Static,2,0.794565965956281,10,1,0
Present,16,Static,1,0.665169668992348,10,1,1
Absent,8,Static,2,0.806404707485854,10,1,1
Present,12,Static,1,1.20636799290332,10,1,1
Absent,12,Static,2,1.1240033431568,10,1,1
Absent,12,Static,2,0.829871140583236,10,1,1
Present,16,Static,1,0.523976868559657,10,1,1
Absent,12,Static,2,1.01811048458239,10,1,1
Present,12,Static,1,1.26516969906515,10,1,1
Absent,12,Static,2,1.124006425679,10,1,1
Absent,8,Static,2,0.582810332211011,10,1,1
Absent,16,Static,2,1.94752926641013,10,1,1
Absent,16,Static,2,1.0416174966922,10,1,1
Present,16,Static,1,0.488696790167523,10,1,1
Present,12,Static,1,0.477027983279186,10,1,1
Absent,8,Static,2,0.653397895865965,10,1,1
Absent,16,Static,2,0.876936986246619,10,1,1
Present,12,Static,1,0.735771733028741,10,1,1
Present,8,Static,2,0.618088992140656,10,1,0
Present,8,Static,1,0.712228943621994,10,1,1
Absent,16,Static,2,1.08868513673406,10,1,1
Absent,8,Static,2,0.559314948473911,10,1,1
Present,8,Static,1,0.547509322746919,10,1,1
Absent,16,Static,2,1.15929782669627,10,1,1
Present,8,Static,1,0.747483915754856,10,1,1
Absent,8,Static,2,1.45340665223193,10,1,1
Absent,12,Static,2,1.06515990015578,10,1,1
Present,12,Static,1,0.818071840290031,10,1,1
Absent,16,Static,2,1.14754328561685,10,1,1
Absent,12,Static,2,1.30044671999622,10,1,1
Absent,16,Static,2,0.688679888929073,10,1,1
Present,16,Static,1,0.935767507718992,10,1,1
Present,12,Static,1,0.782820050923874,10,1,1
Present,16,Static,1,0.582810763262387,10,1,1
Absent,12,Static,2,0.888684680619917,10,1,1
Absent,12,Static,2,0.782837568667674,10,1,1
Absent,8,Static,2,1.00635808873631,10,1,1
Absent,16,Static,2,0.971034358834913,10,1,1
Present,12,Static,1,0.700444945668096,10,1,1
Absent,8,Static,2,0.700476823449208,10,1,1
Absent,16,Static,2,0.771072747504149,10,1,1
Present,16,Static,2,0.677053535626328,10,1,0
Present,8,Static,1,0.794603753158299,10,1,1
Present,12,Static,1,0.571081358514675,10,1,1
Absent,8,Static,2,0.724024910782646,10,1,1
Present,12,Static,1,0.571037691968741,10,1,1
Present,8,Static,1,0.818108083724837,10,1,1
Present,8,Static,1,0.523984276635019,10,1,1
Absent,12,Static,2,0.782826461566401,10,1,1
Present,16,Static,1,0.688689377079754,10,1,1
Present,16,Static,1,0.65340503328116,10,1,1
Absent,16,Static,2,1.22988942519805,10,1,1
Present,8,Static,1,0.712217716227315,10,1,1
Present,8,Static,1,0.629873421147749,10,1,1
Absent,8,Static,2,0.865173337944725,10,1,1
Absent,16,Static,1,1.12400658105798,10,1,0
Present,8,Static,1,0.818111487028546,10,1,1
Absent,12,Static,2,0.876922901880789,10,1,1
Present,8,Static,1,0.606376488632122,10,1,1
Present,12,Static,1,0.606321238822602,10,1,1
Present,16,Static,1,1.11223642688128,10,1,1
Present,12,Static,1,0.559286804803378,10,1,1
Present,8,Static,1,0.476915198082679,10,1,1
Absent,8,Static,2,0.900462272946243,10,1,1
Absent,12,Static,2,0.947508079713771,10,1,1
Present,16,Static,1,0.641631375556244,10,1,1
Absent,8,Static,2,0.559281436705533,10,1,1
Present,12,Static,1,0.982823639681556,10,1,1
Present,16,Static,1,0.947531135971985,10,1,1
Present,16,Static,1,0.888695782709874,10,1,1
Present,12,Static,1,0.547522705401207,10,1,1
Absent,16,Static,2,1.39463810196867,10,1,1
Absent,8,Static,2,1.31258565900771,10,1,1
Present,12,Static,1,0.759272850756133,10,1,1
Present,16,Static,1,0.582818507157754,10,1,1
Absent,8,Static,2,0.95932160972734,10,1,1
Present,8,Static,1,0.700472267332771,10,1,1
Absent,16,Static,2,0.78284186916062,10,1,1
Absent,16,Static,2,1.06517860078566,10,1,1
Absent,12,Static,2,0.488763648301756,10,1,1
Absent,12,Static,2,1.22988492922741,10,1,1
Absent,8,Static,2,0.606351998876562,10,1,1
Absent,16,Static,2,0.653401474597558,10,1,1
Absent,12,Static,2,0.747510951721779,10,1,1
Present,8,Static,1,0.582809445046223,10,1,1
Absent,16,Dynamic,2,1.11216483720273,10,1,1
Absent,8,Dynamic,2,1.54751348289847,10,1,1
Absent,12,Dynamic,2,0.735788413730006,10,1,1
Present,16,Dynamic,1,0.594591618549202,10,1,1
Present,16,Dynamic,1,0.512272509923605,10,1,1
Absent,12,Dynamic,2,0.959273692810712,10,1,1
Absent,8,Dynamic,2,0.900419909579796,10,1,1
Absent,16,Dynamic,2,0.676946098479675,10,1,1
Absent,8,Dynamic,2,0.453383179959019,10,1,1
Absent,16,Dynamic,2,0.735765532899677,10,1,1
Absent,8,Dynamic,2,0.535762826296377,10,1,1
Present,16,Dynamic,1,0.629855256826886,10,1,1
Present,8,Dynamic,1,0.794552503107298,10,1,1
Absent,16,Dynamic,2,0.771037621797404,10,1,1
Present,12,Dynamic,1,0.512222006696902,10,1,1
Present,8,Dynamic,1,0.606353793255039,10,1,1
Present,8,Dynamic,1,0.453410296123366,10,1,1
Absent,12,Dynamic,2,0.700446394202118,10,1,1
Present,16,Dynamic,1,0.618127225429816,10,1,1
Absent,12,Dynamic,2,0.759295947111241,10,1,1
Present,12,Dynamic,1,0.571036308592738,10,1,1
Present,12,Dynamic,1,0.488689687837905,10,1,1
Present,16,Dynamic,1,0.58281122939934,10,1,1
Absent,16,Dynamic,1,0.653407063234226,10,1,0
Present,8,Dynamic,1,0.453443306668305,10,1,1
Present,12,Dynamic,1,1.12403347668351,10,1,1
Present,8,Dynamic,1,0.453408110790406,10,1,1
Absent,8,Dynamic,2,0.982786955170013,10,1,1
Present,12,Dynamic,1,0.559219726131232,10,1,1
Absent,12,Dynamic,2,1.08868338746561,10,1,1
Absent,8,Static,2,0.818095633345365,10,1,1
Absent,12,Static,2,0.547525457115626,10,1,1
Present,16,Static,2,0.594571083443043,10,1,0
Present,12,Static,1,0.523993368819902,10,1,1
Present,16,Static,1,1.30046552588283,10,1,1
Absent,12,Static,2,1.1710574652152,10,1,1
Present,16,Static,1,0.912217500701445,10,1,1
Absent,12,Static,2,0.688705601667607,10,1,1
Absent,16,Static,1,0.60636153213818,10,1,0
Present,12,Static,1,0.794589899354833,10,1,1
Absent,16,Static,2,0.735750110268782,10,1,1
Absent,8,Static,2,0.641640492802253,10,1,1
Absent,8,Static,2,0.618111557199882,10,1,1
Present,8,Static,1,0.512266229599845,10,1,1
Absent,8,Static,2,0.547521081439299,10,1,1
Absent,16,Static,2,0.759283155900448,10,1,1
Present,16,Static,1,1.40641519307155,10,1,1
Present,16,Static,1,0.594566863145701,10,1,1
Absent,8,Static,2,0.67693426961705,10,1,1
Present,8,Static,1,0.512209310717481,10,1,1
Present,12,Static,1,0.900470152171692,10,1,1
Present,8,Static,1,0.535733569910917,10,1,1
