target,setsize,dyn,resp,rt,sub,exp,correct
Present,12,Static,1,0.618141520808422,3,1,1
Present,16,Static,2,1.63008115698176,3,1,0
Absent,12,Static,2,2.30065850492247,3,1,1
Present,8,Static,1,0.583012245122518,3,1,1
Absent,8,Static,2,1.13604658460099,3,1,1
Absent,12,Static,2,2.11243340116562,3,1,1
Present,12,Static,1,0.630074094606243,3,1,1
Absent,16,Static,2,2.00657062874598,3,1,1
Absent,16,Static,2,1.9595247859761,3,1,1
Absent,8,Static,2,1.31243069951961,3,1,1
Absent,12,Static,2,2.0183347862403,3,1,1
Absent,8,Static,2,1.60655431862324,3,1,1
Absent,12,Static,2,1.43011483248847,3,1,1
Absent,8,Static,2,1.26537000521421,3,1,1
Present,8,Static,1,1.48890951741487,3,1,1
Present,16,Static,1,1.30067688012787,3,1,1
Present,12,Static,2,1.26541733163685,3,1,0
Present,8,Static,1,1.3124233313938,3,1,1
Present,16,Static,1,0.665356882931519,3,1,1
Present,12,Static,1,0.700675985593989,3,1,1
Absent,8,Static,2,1.01830773469555,3,1,1
Present,12,Static,2,2.10066278043814,3,1,0
Present,16,Dynamic,1,2.64185541431652,3,1,1
Present,12,Dynamic,1,1.28889698391504,3,1,1
Present,8,Dynamic,1,1.53597642701061,3,1,1
Present,12,Dynamic,1,1.73598400064293,3,1,1
Present,16,Dynamic,2,3.85365118692062,3,1,0
Absent,12,Dynamic,2,1.93601996411235,3,1,1
Absent,16,Dynamic,2,2.71247339722686,3,1,1
Absent,12,Dynamic,2,2.8653801100736,3,1,1
Present,12,Dynamic,1,3.406553401368,3,1,1
Absent,12,Dynamic,2,2.95947736431845,3,1,1
Absent,8,Dynamic,2,3.68892675214374,3,1,1
Absent,16,Dynamic,2,4.35952252040079,3,1,1
Absent,12,Dynamic,2,1.84185173794322,3,1,1
Absent,16,Dynamic,2,3.83007582887149,3,1,1
Present,8,Dynamic,1,0.841860627140704,3,1,1
Present,8,Dynamic,1,0.830009182591311,3,1,1
Present,12,Dynamic,1,0.665431248537061,3,1,1
Absent,12,Dynamic,2,1.92420742292597,3,1,1
Absent,8,Dynamic,2,3.48893689743272,3,1,1
Absent,8,Dynamic,2,1.57125457625807,3,1,1
Present,16,Dynamic,1,1.00655468218611,3,1,1
Absent,8,Dynamic,2,1.94773997534139,3,1,1
Present,8,Dynamic,1,1.33595210985368,3,1,1
Present,16,Dynamic,1,1.07715549017303,3,1,1
Absent,8,Dynamic,2,1.83009097145623,3,1,1
Present,8,Dynamic,1,2.23008330760422,3,1,1
Present,12,Dynamic,2,2.54780433633641,3,1,0
Absent,16,Dynamic,2,3.17125554865197,3,1,1
Absent,16,Dynamic,2,1.92421174321862,3,1,1
Present,16,Dynamic,2,2.79479484531839,3,1,0
Present,16,Dynamic,2,3.28891293815832,3,1,0
Present,12,Dynamic,1,1.07717093282918,3,1,1
Absent,8,Dynamic,2,1.94772838682911,3,1,1
Absent,16,Dynamic,2,2.95951118484663,3,1,1
Present,12,Dynamic,1,3.78304937145367,3,1,1
Absent,16,Dynamic,2,4.53598103835247,3,1,1
Absent,8,Dynamic,2,2.9124704396163,3,1,1
Present,8,Dynamic,1,1.04183966557684,3,1,1
Absent,12,Dynamic,2,1.58302310918225,3,1,1
Present,16,Dynamic,1,2.43008838242167,3,1,1
Present,8,Dynamic,2,4.19481950097179,3,1,0
Absent,8,Dynamic,2,2.37126494677068,3,1,1
Absent,16,Dynamic,2,3.55957762829712,3,1,1
Absent,12,Dynamic,2,2.37123061965758,3,1,1
Present,16,Dynamic,-1,4.99420664568243,3,1,0
Present,16,Dynamic,1,2.34774661166375,3,1,1
Absent,8,Dynamic,2,1.03007705221535,3,1,1
Present,12,Dynamic,2,1.92424151646264,3,1,0
Present,8,Dynamic,1,1.44181886674778,3,1,1
Present,8,Dynamic,1,2.07713649076686,3,1,1
Absent,16,Dynamic,2,3.53597890543824,3,1,1
Present,8,Dynamic,1,0.900622361008573,3,1,1
Absent,8,Dynamic,2,1.79478211901369,3,1,1
Absent,12,Dynamic,2,2.07721036483053,3,1,1
Present,12,Dynamic,2,2.2183319115029,3,1,0
Absent,16,Dynamic,2,2.53598360967953,3,1,1
Absent,12,Dynamic,2,3.98303759014016,3,1,1
Present,16,Dynamic,1,1.47713705983551,3,1,1
Absent,12,Dynamic,2,2.65367218123356,3,1,1
Present,12,Dynamic,1,0.947733875331323,3,1,1
Present,8,Dynamic,1,3.08892681228826,3,1,1
Present,12,Dynamic,1,2.13598031156653,3,1,1
Present,12,Dynamic,1,2.06539197191523,3,1,1
Present,16,Dynamic,2,2.28892726607592,3,1,0
Absent,16,Dynamic,2,2.73598635877715,3,1,1
Absent,8,Dynamic,2,3.10066502830159,3,1,1
Present,16,Dynamic,1,0.630105351498059,3,1,1
Present,8,Dynamic,1,1.54778818894556,3,1,1
Absent,12,Dynamic,2,2.50067428640978,3,1,1
Present,8,Dynamic,1,1.06534802347232,3,1,1
Present,12,Dynamic,1,2.08888186706099,3,1,1
Absent,8,Dynamic,2,2.04183131269383,3,1,1
Absent,8,Dynamic,2,1.64186463199439,3,1,1
Present,16,Dynamic,1,2.67714986098872,3,1,1
Absent,12,Dynamic,2,3.21833722691008,3,1,1
Present,16,Dynamic,1,1.53596099671995,3,1,1
Absent,8,Dynamic,2,3.08893263661957,3,1,1
Absent,12,Dynamic,2,2.15951138300079,3,1,1
Absent,16,Dynamic,2,2.32425503505146,3,1,1
Absent,12,Dynamic,2,3.28890500130001,3,1,1
Absent,16,Dynamic,2,2.63009753259394,3,1,1
Present,8,Dynamic,1,0.900646848916949,3,1,1
Present,12,Dynamic,1,2.05361778709266,3,1,1
Present,12,Dynamic,1,1.23008708188718,3,1,1
Absent,16,Dynamic,2,2.85364706678229,3,1,1
Absent,12,Dynamic,2,2.48893525339008,3,1,1
Present,16,Dynamic,1,0.818307321009343,3,1,1
Absent,8,Dynamic,2,2.33596856266377,3,1,1
Present,8,Dynamic,2,4.67717241914943,3,1,0
Absent,16,Dynamic,2,2.01832609218764,3,1,1
Present,8,Dynamic,1,1.23013424791861,3,1,1
Present,8,Dynamic,1,0.794797309044952,3,1,1
Present,12,Dynamic,1,1.14772692824044,3,1,1
Present,16,Dynamic,2,1.46537074436128,3,1,0
Absent,8,Dynamic,2,1.65362311787248,3,1,1
Present,16,Dynamic,2,1.95950327538958,3,1,0
Present,16,Dynamic,2,2.84186055696773,3,1,0
Absent,16,Dynamic,2,2.52426216258755,3,1,1
Present,12,Dynamic,2,3.23012526581806,3,1,0
Absent,12,Dynamic,2,2.18306384205425,3,1,1
Absent,8,Dynamic,2,2.33598201308632,3,1,1
Absent,8,Dynamic,2,2.51244748079989,3,1,1
Absent,16,Dynamic,2,3.41836253416841,3,1,1
Absent,8,Dynamic,2,2.93597231957392,3,1,1
Absent,8,Dynamic,2,1.79478676043072,3,1,1
Absent,12,Dynamic,2,2.4771545074218,3,1,1
Present,16,Dynamic,2,2.66538920511084,3,1,0
Present,8,Dynamic,1,2.91248007598551,3,1,1
Absent,12,Dynamic,2,4.14776025522588,3,1,1
Absent,16,Dynamic,-1,4.99419763384503,3,1,0
Present,8,Dynamic,1,1.31244222052919,3,1,1
Absent,12,Dynamic,2,1.26537823278341,3,1,1
Present,8,Dynamic,1,1.71246178866932,3,1,1
Present,16,Dynamic,1,1.05361215089215,3,1,1
Present,12,Dynamic,1,1.28890535951723,3,1,1
Absent,12,Dynamic,2,1.84180411578927,3,1,1
Absent,16,Dynamic,2,2.04185388555925,3,1,1
Absent,16,Dynamic,2,3.39480931825528,3,1,1
Present,12,Dynamic,1,2.3006731559617,3,1,1
Present,12,Dynamic,1,0.983028026614193,3,1,1
Absent,12,Dynamic,2,2.07713493694428,4,1,1
Present,12,Dynamic,1,1.17124138146391,4,1,1
Absent,8,Dynamic,2,1.14772963991527,4,1,1
Present,16,Dynamic,1,1.74777929707125,4,1,1
Present,12,Dynamic,2,1.99480126845265,4,1,0
Present,16,Dynamic,1,0.912424749885759,4,1,1
Present,8,Dynamic,1,1.17124326843987,4,1,1
Present,16,Dynamic,1,2.57125948600333,4,1,1
Absent,8,Dynamic,2,1.21833437255736,4,1,1
Absent,16,Dynamic,2,2.79479311105388,4,1,1
Absent,12,Dynamic,2,2.12422427404636,4,1,1
Present,12,Dynamic,1,3.24186590512727,4,1,1
Absent,16,Dynamic,2,2.74772883059086,4,1,1
Absent,12,Dynamic,2,2.90074399522746,4,1,1
Absent,12,Dynamic,2,3.48887729314265,4,1,1
Absent,16,Dynamic,2,3.88891748935748,4,1,1
Absent,8,Dynamic,2,3.73601208706714,4,1,1
Present,16,Dynamic,1,1.05362678689562,4,1,1
Present,12,Dynamic,1,2.00656774899653,4,1,1
Absent,8,Dynamic,2,3.48896357272315,4,1,1
Present,12,Dynamic,1,4.18307065380759,4,1,1
Present,8,Dynamic,1,2.24188173406583,4,1,1
Absent,8,Dynamic,2,2.13596186117866,4,1,1
Absent,16,Dynamic,2,2.98302788860747,4,1,1
Absent,12,Dynamic,2,4.25372250235523,4,1,1
Present,8,Dynamic,1,1.68893068715806,4,1,1
Present,8,Dynamic,1,1.54772379821043,4,1,1
Present,16,Dynamic,1,2.54776367363775,4,1,1
Absent,16,Dynamic,2,3.54777550273684,4,1,1
Present,8,Dynamic,1,0.724201202292534,4,1,1
Absent,16,Static,2,3.78303548228541,4,1,1
Present,8,Static,1,1.31241519638206,4,1,1
Absent,16,Static,2,3.23011934859824,4,1,1
Absent,8,Static,2,1.28883279367255,4,1,1
Absent,12,Static,2,2.06538753333371,4,1,1
Absent,12,Static,2,2.74775062888148,4,1,1
Present,8,Static,1,0.618273272250008,4,1,1
Present,12,Static,1,0.653578803858181,4,1,1
Present,8,Static,1,0.747767488021054,4,1,1
Present,16,Static,1,0.583014523395832,4,1,1
Absent,16,Static,2,3.18302304936878,4,1,1
Absent,12,Static,2,1.41834697589366,4,1,1
Present,12,Static,1,0.583022823811916,4,1,1
Absent,12,Static,2,1.66525691434254,4,1,1
Absent,16,Static,2,2.95952664320976,4,1,1
Present,12,Static,1,1.15937614531686,4,1,1
Absent,8,Static,2,1.04184190107662,4,1,1
Present,16,Static,1,1.21830610535289,4,1,1
Absent,8,Static,2,1.63009141989278,4,1,1
Absent,8,Static,2,1.04188038575012,4,1,1
Present,12,Static,1,0.630074377970232,4,1,1
Present,12,Static,1,0.794779522624594,4,1,1
Present,16,Static,1,0.794778392511944,4,1,1
Present,16,Static,1,0.618311180503952,4,1,1
Absent,16,Static,2,2.18302466567729,4,1,1
Absent,12,Static,2,2.27715554497263,4,1,1
Present,8,Static,1,0.618373982330013,4,1,1
Present,16,Static,1,0.865469712827689,4,1,1
Absent,8,Static,2,1.1124351230701,4,1,1
Present,8,Static,1,0.688913078507539,4,1,1
Present,8,Static,1,1.71284544245464,4,1,1
Absent,16,Static,2,2.43007808208131,4,1,1
Present,16,Static,1,0.524194829280532,4,1,1
Present,12,Static,1,1.05359556241638,4,1,1
Present,12,Static,1,0.724041431923979,4,1,1
Present,12,Static,1,1.33598167993296,4,1,1
Absent,8,Static,2,1.60654575756416,4,1,1
Present,8,Static,1,0.630057706957814,4,1,1
Absent,16,Static,2,2.41832211005749,4,1,1
Absent,12,Static,2,1.37125875152924,4,1,1
Present,8,Static,1,0.547730344314914,4,1,1
Absent,12,Static,2,2.64185984020696,4,1,1
Absent,8,Static,2,0.959498478590831,4,1,1
Absent,16,Static,2,2.93598014382042,4,1,1
Present,8,Static,1,0.512405602781655,4,1,1
Absent,16,Static,2,2.26539811436123,4,1,1
Absent,8,Static,2,1.17125611270421,4,1,1
Absent,12,Static,2,1.60661077517398,4,1,1
Present,16,Static,1,0.653572623654327,4,1,1
Present,12,Static,1,0.641858083217812,4,1,1
Present,16,Static,1,1.54766380061483,4,1,1
Absent,8,Static,2,1.10068085991588,4,1,1
Present,16,Static,1,0.853490008086737,4,1,1
Absent,12,Static,2,2.58304694548679,4,1,1
Present,16,Static,1,1.57132816461854,4,1,1
Absent,8,Static,2,1.59479060756166,4,1,1
Absent,16,Static,2,2.20655053698647,4,1,1
Present,12,Static,1,0.606541587303582,4,1,1
Present,8,Static,1,0.959493940092216,4,1,1
Absent,12,Static,2,1.35952224739594,4,1,1
Present,16,Static,1,1.31243780967816,4,1,1
Absent,12,Static,2,2.67713403973721,4,1,1
Present,16,Static,1,0.994794439320685,4,1,1
Present,8,Static,1,0.641839778187205,4,1,1
Present,12,Static,1,1.58301907960231,4,1,1
Present,8,Static,1,0.606539895476089,4,1,1
Absent,8,Static,2,1.15951770588981,4,1,1
Absent,12,Static,2,1.67721231462747,4,1,1
Present,8,Static,1,0.524208472843384,4,1,1
Absent,8,Static,2,1.5595750569737,4,1,1
Present,8,Static,1,0.67712061671773,4,1,1
Present,16,Static,1,1.12420852530522,4,1,1
Present,12,Static,1,0.500658226570522,4,1,1
Absent,12,Static,2,1.46533463319793,4,1,1
Present,12,Static,1,0.983016788968598,4,1,1
Present,16,Static,1,0.994790584838483,4,1,1
Absent,8,Static,2,1.50069127052666,4,1,1
Present,12,Static,1,1.05359396849599,4,1,1
Absent,16,Static,2,4.27713901196876,4,1,1
Absent,8,Static,2,3.10069388963529,4,1,1
Absent,16,Static,2,1.5006729955694,4,1,1
Absent,12,Static,2,1.94774724589115,4,1,1
Absent,16,Static,2,3.05362527584657,4,1,1
Absent,8,Static,2,1.54771786594938,4,1,1
Present,16,Static,1,0.594782389678585,4,1,1
Absent,16,Static,2,1.75949931565083,4,1,1
Present,8,Static,1,0.747726191431866,4,1,1
Present,12,Static,1,1.03009014943382,4,1,1
Absent,16,Static,2,2.98306562142898,4,1,1
Absent,12,Static,2,2.0300733377444,4,1,1
Present,16,Dynamic,1,1.35945565825205,4,1,1
Present,16,Dynamic,1,1.41837705488797,4,1,1
Absent,8,Dynamic,2,1.31244568638795,4,1,1
Present,16,Dynamic,1,1.13596721434806,4,1,1
Present,8,Dynamic,1,1.83008753801187,4,1,1
Present,8,Dynamic,1,2.17129947403919,4,1,1
Absent,16,Dynamic,2,2.26538212235391,4,1,1
Absent,16,Dynamic,2,2.87718627824506,4,1,1
Present,8,Dynamic,1,0.700676348817069,4,1,1
Absent,12,Dynamic,2,3.13597647212009,4,1,1
Absent,16,Dynamic,2,2.35952643001838,4,1,1
Present,8,Dynamic,1,1.83008761820747,4,1,1
Present,16,Dynamic,1,1.05361534374424,4,1,1
Present,16,Dynamic,1,1.39478553742265,4,1,1
Absent,16,Dynamic,2,3.17126638798072,4,1,1
Present,12,Dynamic,1,2.10065320922695,4,1,1
Absent,8,Dynamic,2,2.4418747168038,4,1,1
Present,12,Dynamic,-1,4.99419467890948,4,1,0
Absent,12,Dynamic,2,2.35948956934044,4,1,1
Present,12,Dynamic,1,1.97127186612306,4,1,1
Present,12,Dynamic,1,1.84188854081003,4,1,1
Absent,12,Dynamic,2,2.23012866417957,4,1,1
Absent,16,Dynamic,2,2.54773610080883,4,1,1
Absent,8,Dynamic,2,1.78305209081009,4,1,1
Absent,8,Dynamic,2,2.07716409367094,4,1,1
Present,8,Dynamic,1,1.14772905079735,4,1,1
Absent,8,Dynamic,2,2.17126571098197,4,1,1
Present,12,Dynamic,1,2.11246150262923,4,1,1
Absent,12,Dynamic,2,2.67715467282869,4,1,1
Absent,12,Dynamic,2,2.24186168975757,4,1,1
Present,12,Static,1,1.92423708055139,4,1,1
Absent,12,Static,2,2.70066198348104,4,1,1
Present,8,Static,1,0.712445889554147,4,1,1
Absent,8,Static,2,1.11242272991512,4,1,1
Present,8,Static,1,0.724227710166815,4,1,1
Absent,16,Static,2,1.61832117742961,4,1,1
Absent,12,Static,2,2.13595338298728,4,1,1
Present,16,Static,1,0.677144119534205,4,1,1
Absent,8,Static,2,1.50066921861071,4,1,1
Absent,12,Static,2,1.57128311646557,4,1,1
Absent,8,Static,2,1.28892490292856,4,1,1
Present,12,Static,1,0.79482182402171,4,1,1
Absent,16,Static,2,1.86538995930096,4,1,1
Absent,16,Static,2,2.13597136956923,4,1,1
Absent,12,Static,2,1.37125075184849,4,1,1
Present,8,Static,1,0.58301723974364,4,1,1
Present,12,Static,1,0.830043183565067,4,1,1
Present,16,Static,1,0.759541256489683,4,1,1
Absent,16,Static,2,2.67711527123356,4,1,1
Present,16,Static,1,0.700610755124217,4,1,1
Absent,8,Static,2,1.30065784095677,4,1,1
Absent,8,Static,2,1.84184506886959,4,1,1
Absent,16,Static,2,2.90066538417886,4,1,1
Present,12,Static,1,0.735976617479537,4,1,1
Present,8,Static,1,0.60654610608799,4,1,1
Present,8,Static,1,0.888939774511528,4,1,1
Present,12,Static,1,0.888901628004533,4,1,1
Absent,12,Static,2,2.94776192700738,4,1,1
Present,16,Static,1,0.712454067004728,4,1,1
Present,16,Static,1,0.947749533852402,4,1,1
Absent,8,Static,2,2.8653903502618,4,1,1
Absent,12,Static,2,2.10064410449741,4,1,1
Absent,16,Static,2,2.45362261663649,4,1,1
Absent,8,Static,2,1.12421363554495,4,1,1
Absent,12,Static,2,2.34774194017336,4,1,1
Present,8,Static,1,0.606567478664147,4,1,1
Present,12,Static,1,1.07708064338294,4,1,1
Absent,12,Static,2,1.80651347314415,4,1,1
Present,16,Static,1,0.641860529234691,4,1,1
Present,16,Static,1,0.700654284541088,4,1,1
Present,12,Static,1,0.559506403084015,4,1,1
Absent,16,Static,2,2.13595633992918,4,1,1
Present,8,Static,1,0.947726752812741,4,1,1
Absent,8,Static,2,1.46538120275909,4,1,1
Absent,8,Static,2,1.34780496020176,4,1,1
Absent,8,Static,2,0.700670318983612,4,1,1
Absent,12,Static,2,1.87711248939013,4,1,1
Present,16,Static,1,0.665368323743678,4,1,1
Present,12,Static,1,0.83007170372548,4,1,1
Present,8,Static,1,0.59478970768032,4,1,1
Present,8,Static,1,0.806525522786615,4,1,1
Present,12,Static,1,0.688848176514512,4,1,1
Present,12,Static,1,0.583097457410986,4,1,1
Absent,16,Static,2,2.79467409828248,4,1,1
Absent,12,Static,2,2.28893261189296,4,1,1
Present,16,Static,1,0.783013137317539,4,1,1
Present,16,Static,1,0.735958375269547,4,1,1
Absent,16,Static,2,1.8065430686147,4,1,1
Absent,16,Static,2,1.92432454337722,4,1,1
Present,8,Static,1,0.630075240091173,4,1,1
Present,12,Dynamic,1,0.971249112817532,4,1,1
Absent,8,Dynamic,2,1.38305175230926,4,1,1
Absent,16,Dynamic,2,2.14775771130371,4,1,1
Absent,8,Dynamic,2,2.11244134069784,4,1,1
Present,8,Dynamic,1,1.46537224572603,4,1,1
Absent,8,Dynamic,2,2.13595458327472,4,1,1
Present,16,Dynamic,1,1.79480241126475,4,1,1
Present,12,Dynamic,1,1.01829170258861,4,1,1
Present,8,Dynamic,1,1.32420773603008,4,1,1
Absent,12,Dynamic,2,2.04185343946119,4,1,1
Absent,16,Dynamic,2,1.95948262225102,4,1,1
Present,16,Dynamic,1,1.85362480201366,4,1,1
Absent,12,Dynamic,2,1.97128135713865,4,1,1
Absent,12,Dynamic,2,2.3830432513987,4,1,1
Present,8,Dynamic,1,0.71246205398711,4,1,1
Absent,16,Dynamic,2,2.27716471252643,4,1,1
Absent,8,Dynamic,2,2.37128776557074,4,1,1
Present,12,Dynamic,1,1.04181568892818,4,1,1
Present,16,Dynamic,1,2.18299869679504,4,1,1
Present,12,Dynamic,1,1.99484916394249,4,1,1
Present,8,Dynamic,1,0.841892821341389,4,1,1
Present,16,Dynamic,1,2.61836318610403,4,1,1
Absent,12,Dynamic,2,2.20655786000316,4,1,1
Absent,8,Dynamic,2,2.04182980632504,4,1,1
Present,8,Dynamic,1,1.66540550754871,4,1,1
Absent,16,Dynamic,2,2.54771952737065,4,1,1
Absent,16,Dynamic,2,2.93600745066215,4,1,1
Present,16,Dynamic,1,2.30065654510145,4,1,1
Present,12,Dynamic,1,0.688871927608488,4,1,1
Absent,12,Dynamic,2,2.20654978012681,4,1,1
Present,8,Dynamic,1,1.72420066095947,4,1,1
Absent,16,Dynamic,2,1.91243492725334,4,1,1
Present,12,Dynamic,1,1.41832681897358,4,1,1
Absent,12,Dynamic,2,1.83010901818307,4,1,1
Present,16,Dynamic,1,1.68895382641313,4,1,1
Absent,8,Dynamic,2,1.3242005433367,4,1,1
Present,8,Dynamic,1,1.3124475733639,4,1,1
Present,16,Dynamic,1,1.45362116539945,4,1,1
Absent,12,Dynamic,2,1.99479644659186,4,1,1
Present,16,Dynamic,1,2.85361960689988,4,1,1
Present,8,Dynamic,1,0.712410126243412,4,1,1
Absent,16,Dynamic,2,1.95949881207707,4,1,1
Absent,12,Dynamic,2,2.288963261959,4,1,1
Present,12,Dynamic,1,0.771252403244944,4,1,1
Present,8,Dynamic,1,1.07714116459829,4,1,1
Absent,16,Dynamic,2,2.28893806263295,4,1,1
Absent,16,Dynamic,2,2.08890074082228,4,1,1
Present,12,Dynamic,1,0.677128831926893,4,1,1
Absent,8,Dynamic,2,2.47713723259221,4,1,1
Present,16,Dynamic,1,1.8183766365255,4,1,1
Absent,8,Dynamic,2,1.83009864499945,4,1,1
Absent,16,Dynamic,2,1.84186681001847,4,1,1
Present,12,Dynamic,1,0.724194388196338,4,1,1
Absent,8,Dynamic,2,1.83013071155074,4,1,1
Absent,12,Dynamic,2,1.93610353703298,4,1,1
Present,16,Dynamic,1,1.7359691290585,4,1,1
Absent,12,Dynamic,2,1.80655559676779,4,1,1
Present,8,Dynamic,1,0.912412304267491,4,1,1
Present,12,Dynamic,1,1.17127489123231,4,1,1
Absent,8,Dynamic,2,2.55950932527412,4,1,1
Absent,8,Static,2,2.15948094579471,4,1,1
Absent,12,Static,2,1.75951083933069,4,1,1
Present,16,Static,1,1.14780786969277,4,1,1
Absent,16,Static,2,1.94772553481562,4,1,1
Present,16,Static,1,1.34775852831444,4,1,1
Absent,16,Static,2,2.10071116212566,4,1,1
Absent,12,Static,2,1.47718263428033,4,1,1
Absent,8,Static,2,1.31244317287201,4,1,1
Present,12,Static,1,0.57123125889666,4,1,1
Present,8,Static,1,0.747720124172702,4,1,1
Present,8,Static,1,0.735950037091243,4,1,1
Absent,8,Static,2,1.35949906002134,4,1,1
Present,8,Static,1,0.677109694848696,4,1,1
Present,12,Static,1,2.45363109248865,4,1,1
Absent,16,Static,2,2.19479807559946,4,1,1
Present,16,Static,1,0.865369451183142,4,1,1
Absent,8,Static,2,1.3006602191399,4,1,1
Absent,16,Static,2,2.25363788419418,4,1,1
Present,8,Static,1,0.606564729234378,4,1,1
Present,12,Static,1,0.606527988853486,4,1,1
Present,16,Static,1,1.27717123624279,4,1,1
Present,12,Static,1,0.547725193977385,4,1,1
Present,16,Static,1,1.03010810092928,4,1,1
Present,8,Static,1,1.00653259017236,4,1,1
Absent,12,Static,2,2.23007721996146,4,1,1
Absent,12,Static,2,1.97123277028186,4,1,1
Absent,8,Static,2,1.97126245062827,4,1,1
Absent,16,Static,2,1.94776038554846,4,1,1
Present,12,Static,1,1.18308652785709,4,1,1
Absent,12,Static,2,1.91244787677715,4,1,1
Absent,8,Dynamic,1,1.71244461608876,4,1,0
Absent,12,Dynamic,2,1.87713672634709,4,1,1
Present,12,Dynamic,1,0.830081763471753,4,1,1
Absent,16,Dynamic,2,1.75951893658385,4,1,1
Present,8,Dynamic,1,0.830088267137398,4,1,1
Absent,8,Dynamic,2,1.44181763638517,4,1,1
Present,16,Dynamic,1,1.91244804485723,4,1,1
Present,8,Dynamic,1,1.32418934311681,4,1,1
Absent,12,Dynamic,2,1.93598903301972,4,1,1
Absent,12,Dynamic,2,1.94775624268914,4,1,1
Present,16,Dynamic,1,1.97127879082473,4,1,1
Present,12,Dynamic,1,0.747691846943781,4,1,1
Absent,8,Dynamic,2,1.7947941586317,4,1,1
Absent,16,Dynamic,2,2.30067721829073,4,1,1
Absent,12,Dynamic,2,2.28898110585396,4,1,1
Present,8,Dynamic,1,1.0300756935394,4,1,1
Absent,16,Dynamic,2,2.15951937499631,4,1,1
Absent,8,Dynamic,2,2.79479692810855,4,1,1
Present,12,Dynamic,1,1.06538085189641,4,1,1
Present,12,Dynamic,1,1.50076108727444,4,1,1
Absent,8,Dynamic,2,1.73598731379207,4,1,1
Present,12,Dynamic,1,1.60655285502253,4,1,1
Absent,16,Dynamic,1,2.28889441760111,4,1,0
Present,8,Dynamic,1,1.0653840597879,4,1,1
Present,16,Dynamic,1,1.34772406119009,4,1,1
Absent,16,Dynamic,2,2.45362870394456,4,1,1
Absent,12,Dynamic,2,3.28893659134883,4,1,1
Present,16,Dynamic,1,2.01831835080884,4,1,1
Present,8,Dynamic,1,1.27716699814846,4,1,1
Present,16,Dynamic,1,0.959472619977532,4,1,1
Present,8,Dynamic,1,1.17125741056407,4,1,1
Present,12,Dynamic,1,1.81832720492457,4,1,1
Absent,12,Dynamic,2,3.7713119801374,4,1,1
Present,12,Dynamic,1,1.40657230286524,4,1,1
Absent,8,Dynamic,2,1.90067558694318,4,1,1
Present,12,Dynamic,1,1.60656089480108,4,1,1
Absent,16,Dynamic,2,2.39480318583628,4,1,1
Absent,8,Dynamic,2,1.45363685165466,4,1,1
Present,8,Dynamic,1,0.794786865690185,4,1,1
Present,16,Dynamic,1,1.14780087014151,4,1,1
Present,16,Dynamic,1,0.900673712330899,4,1,1
Absent,12,Dynamic,2,1.80657003461783,4,1,1
Present,8,Dynamic,1,0.935956673416513,4,1,1
Present,8,Dynamic,1,0.641872138126928,4,1,1
Absent,12,Dynamic,2,2.10069404234491,4,1,1
Present,8,Dynamic,1,1.1241987238609,4,1,1
Present,16,Dynamic,1,1.85361230894523,4,1,1
Present,16,Dynamic,1,2.5595231068437,4,1,1
Absent,16,Dynamic,2,2.27720263347874,4,1,1
Absent,16,Dynamic,2,2.78304055977605,4,1,1
Absent,12,Dynamic,2,2.81832223269339,4,1,1
Absent,8,Dynamic,2,2.2183497804599,4,1,1
Absent,12,Dynamic,2,3.26539591394794,4,1,1
Absent,8,Dynamic,2,2.38303622912281,4,1,1
Present,16,Dynamic,1,2.25362641865649,4,1,1
Absent,8,Dynamic,2,2.52422897594624,4,1,1
Present,12,Dynamic,1,2.08891350221529,4,1,1
Absent,16,Dynamic,2,3.45362619778098,4,1,1
Absent,16,Dynamic,2,3.27715439481108,4,1,1
Present,12,Dynamic,1,0.771167258790229,4,1,1
Absent,8,Static,2,2.01830792248984,4,1,1
Absent,16,Static,2,2.61830199791621,4,1,1
Present,12,Static,1,1.26536961425154,4,1,1
Present,12,Static,1,1.03007771350894,4,1,1
Absent,16,Static,2,2.35948094311971,4,1,1
Present,8,Static,1,0.759502288296062,4,1,1
Absent,8,Static,2,1.14773607808456,4,1,1
Absent,8,Static,2,1.25365227225666,4,1,1
Present,8,Static,1,0.559483003187779,4,1,1
Absent,12,Static,2,1.583036452339,4,1,1
Absent,8,Static,2,0.935971762870395,4,1,1
Present,16,Static,1,0.677118952624369,4,1,1
Present,16,Static,1,0.959502686608175,4,1,1
Absent,12,Static,2,1.32419780660348,4,1,1
Present,16,Static,1,0.74773337410079,4,1,1
Absent,12,Static,2,1.8771625324971,4,1,1
Present,16,Static,1,0.865398620606356,4,1,1
Present,8,Static,1,1.17123099825585,4,1,1
Absent,16,Static,2,1.71240451510857,4,1,1
Present,8,Static,1,0.724178767100966,4,1,1
Absent,16,Static,2,1.93598274254691,4,1,1
Absent,16,Static,2,2.31243136114972,4,1,1
Present,16,Static,1,0.91243869920072,4,1,1
Present,12,Static,1,0.641889204776817,4,1,1
Absent,8,Static,2,1.07715674559404,4,1,1
Absent,12,Static,2,1.27713609245438,4,1,1
Present,8,Static,1,0.606561300799513,4,1,1
Present,12,Static,1,0.68890772299892,4,1,1
Absent,12,Static,2,2.99482527250257,4,1,1
Present,12,Static,1,0.606521282354151,4,1,1
Present,16,Dynamic,1,1.90065450742077,4,1,1
